"source","target","weight"
"critical-thinking","grant-and-market-research",4
"critical-thinking","grant-application",4
"critical-thinking","grant-writing",4
"critical-thinking","html",1
"critical-thinking","internet-research",7
"critical-thinking","japanese",1
"critical-thinking","kajabi",1
"critical-thinking","lead-generation",7
"critical-thinking","legal-research",1
"critical-thinking","management-consulting",1
"critical-thinking","management-skills",1
"critical-thinking","market-research",2
"critical-thinking","marketing",1
"critical-thinking","microsoft-excel",2
"critical-thinking","microsoft-project",1
"critical-thinking","microsoft-word",4
"critical-thinking","negotiation",1
"critical-thinking","php",1
"critical-thinking","presentations",4
"critical-thinking","process",16
"critical-thinking","project-management",1
"critical-thinking","project-plan",11
"critical-thinking","project-planning",1
"critical-thinking","project-scheduling",9
"critical-thinking","project-timeline",7
"critical-thinking","research",12
"critical-thinking","research-and-strategy",3
"critical-thinking","social-media-management",1
"critical-thinking","spanish",1
"critical-thinking","strategic-thinking",6
"critical-thinking","task-coordination",1
"critical-thinking","time-management",11
"critical-thinking","topic-research",10
"critical-thinking","trello",4
"critical-thinking","virtual-assistant",7
"critical-thinking","web-research",8
"critical-thinking","web-scraping",2
"critical-thinking","website-development",1
"critical-thinking","wordpress",1
"critical-thinking","writing",1
"crm","css",2
"crm","css3",3
"crm","custom-php",7
"crm","customer-retention",1
"crm","customer-service",29
"crm","customer-support",18
"crm","data-analysis",6
"crm","data-cleansing",7
"crm","data-entry",38
"crm","data-mining",9
"crm","data-science",1
"crm","data-scraping",6
"crm","database-administration",3
"crm","database-adminstration",1
"crm","database-architecture",5
"crm","database-design",4
"crm","database-management",8
"crm","digital-marketing",2
"crm","direct-marketing",1
"crm","django-framework",1
"crm","drafting",1
"crm","e-commerce-website",1
"crm","ecommerce-consulting",3
"crm","ecommerce-industry",1
"crm","email-campaign-setup",1
"crm","email-communication",1
"crm","email-deliverability-consulting",2
"crm","email-etiquette",2
"crm","email-handling",54
"crm","email-marketing",33
"crm","email-marketing-strategy",1
"crm","email-technical-support",2
"crm","english",20
"crm","english-grammar",2
"crm","etl",1
"crm","event-management",1
"crm","excel-vba",1
"crm","executive-assistant",1
"crm","facebook",3
"crm","google-adwords",2
"crm","google-analytics",3
"crm","google-apps",4
"crm","google-docs",19
"crm","google-plus",2
"crm","google-sheets",1
"crm","google-spreadsheet",2
"crm","graphic-design",2
"crm","helpdesk-support",3
"crm","html",8
"crm","html5",4
"crm","hubspot",12
"crm","illustration",1
"crm","immigration-law",1
"crm","inbound-marketing",1
"crm","infusionsoft-administration",2
"crm","infusionsoft-marketing",7
"crm","internet-marketing",4
"crm","interpersonal-skills",7
"crm","intuit-quickbooks",2
"crm","inventory-management",1
"crm","invoicing",1
"crm","java",4
"crm","javascript",18
"crm","jquery",4
"crm","landing-pages",1
"crm","laravel-framework",1
"crm","lead-generation",37
"crm","lead-lists",11
"crm","lead-nurturing",2
"crm","leadpages",1
"crm","leads",1
"crm","legal-research",3
"crm","legal-writing",2
"crm","light-project-management",1
"crm","linkedin-api",1
"crm","linkedin-recruiting",3
"crm","logo-design",1
"crm","magento",1
"crm","mailchimp",7
"crm","management-skills",5
"crm","market-research",6
"crm","marketing-automation",17
"crm","marketing-research",1
"crm","marketing-strategy",12
"crm","marketo",2
"crm","microsoft-dynamics-crm",10
"crm","microsoft-excel",36
"crm","microsoft-excel-powerpivot",1
"crm","microsoft-office",7
"crm","microsoft-outlook",3
"crm","microsoft-powerpoint",6
"crm","microsoft-sharepoint-administration",1
"crm","microsoft-sharepoint-development",1
"crm","microsoft-sql-server-administration",1
"crm","microsoft-windows-server",1
"crm","microsoft-word",17
"crm","mid-100-999-employees",3
"crm","ms-office-365",2
"crm","ms-sql",1
"crm","mysql",2
"crm","mysql-programming",3
"crm","netsuite-development",2
"crm","node.js",3
"crm","nutrition",1
"crm","off-page-optimization",1
"crm","office-365",1
"crm","office-administration",1
"crm","on-page-optimization",1
"crm","online-community-management",1
"crm","online-help",1
"crm","organizational-behavior",2
"crm","outbound-sales",29
"crm","paralegal",3
"crm","pardot-administration",5
"crm","pardot-marketing",3
"crm","payment-processing",2
"crm","phone-support",8
"crm","php",17
"crm","pinterest",1
"crm","podio",5
"crm","ppc-advertising",1
"crm","presentation-design",1
"crm","presentations",2
"crm","print-advertising",9
"crm","process-improvement",1
"crm","project-management",19
"crm","project-management-professional",1
"crm","project-planning",4
"crm","project-scheduling",3
"crm","proofreading",1
"crm","proposal-writing",1
"crm","prospect-lists",6
"crm","prototype",3
"crm","python",2
"crm","react-js",3
"crm","real-estate-industry",2
"crm","real-estate-management",1
"crm","relationship-management",2
"crm","research",26
"crm","responsive-web-design",1
"crm","ruby",1
"crm","ruby-on-rails",1
"crm","sales",57
"crm","sales-funnel-copywriting",1
"crm","sales-management",2
"crm","sales-presentations",1
"crm","sales-process",1
"crm","sales-promotion",1
"crm","sales-strategy",1
"crm","sales-writing",6
"crm","salesforce-apex",14
"crm","salesforce-app-development",16
"crm","salesforce-lightning",1
"crm","salesforce.com",62
"crm","selling",8
"crm","sem",3
"crm","seo",7
"crm","seo-backlinking",1
"crm","seo-backlinks",1
"crm","seo-keyword-research",1
"crm","sharepoint-designer",2
"crm","shopify",1
"crm","skype",4
"crm","small-10-99-employees",4
"crm","social-bookmarking",1
"crm","social-media-management",7
"crm","social-media-marketing",12
"crm","software-qa-testing",1
"crm","software-testing",1
"crm","spreadsheets",1
"crm","sql",3
"crm","squarespace",2
"crm","startup-company",2
"crm","strategic-planning",1
"crm","technical-support",1
"crm","technical-writing",4
"crm","telemarketing",35
"crm","telephone-skills",44
"crm","time-management",3
"crm","translation-english-spanish",1
"crm","translation-spanish-english",1
"crm","twitter-marketing",1
"crm","typing",3
"crm","ubuntu",1
"crm","ui-design",1
"crm","uiux",2
"crm","very-small-1-9-employees",5
"crm","virtual-assistant",38
"crm","visualforce",6
"crm","vue.js",1
"crm","web-application",2
"crm","web-design",4
"crm","web-hosting",1
"crm","web-research",1
"crm","webdesign",1
"crm","website-development",8
"crm","wordpress",25
"crm","wordpress-plugin",2
"crm","wp-ecommerce",1
"crm","writing",3
"crm","xero",1
"crm","youtube-marketing",1
"crm","zapier",5
"crm","zendesk",2
"crm","zoho-creator",11
"crm","zoho-crm",29
"crowdfunding","editing",1
"crowdfunding","email-marketing",1
"crowdfunding","english-proofreading",1
"crowdfunding","french",1
"crowdfunding","fundraising",6
"crowdfunding","graphic-design",1
"crowdfunding","humor-writing",2
"crowdfunding","influencer-marketing",2
"crowdfunding","landing-pages",1
"crowdfunding","lead-generation",2
"crowdfunding","management-consulting",1
"crowdfunding","market-research",2
"crowdfunding","marketing-and-sales",1
"crowdfunding","marketing-communications",2
"crowdfunding","marketing-management",1
"crowdfunding","marketing-strategy",4
"crowdfunding","media-relations",3
"crowdfunding","press-advertising",2
"crowdfunding","press-release",3
"crowdfunding","proofreading",1
"crowdfunding","public-relations",3
"crowdfunding","recruiting",1
"crowdfunding","research",2
"crowdfunding","sales-promotion",1
"crowdfunding","scripting",2
"crowdfunding","social-media-marketing",4
"crowdfunding","startup-consulting",1
"crowdfunding","storyboarding",2
"crowdfunding","strategic-planning",1
"crowdfunding","translation-english-french",1
"crowdfunding","translation-french-english",1
"crowdfunding","twitter-marketing",1
"crowdfunding","video-production",1
"crowdfunding","viral-marketing",1
"crowdfunding","virtual-assistant",1
"crowdfunding","web-content-management",1
"crowdfunding","white-paper-writing",1
"crowdfunding","writing",1
"cryptocurrency","css",1
"cryptocurrency","css3",1
"cryptocurrency","customer-service",1
"cryptocurrency","customer-support",1
"cryptocurrency","data-analysis",1
"cryptocurrency","economics",3
"cryptocurrency","editing",1
"cryptocurrency","editorial-writing",1
"cryptocurrency","english-grammar",1
"cryptocurrency","financial-analysis",2
"cryptocurrency","financial-forecasts",1
"cryptocurrency","forex-trading",1
"cryptocurrency","graphic-design",1
"cryptocurrency","html",1
"cryptocurrency","html5",1
"cryptocurrency","illustration",1
"cryptocurrency","internet-research",1
"cryptocurrency","interviewing",1
"cryptocurrency","javascript",2
"cryptocurrency","jquery",1
"cryptocurrency","logo-design",1
"cryptocurrency","market-research",1
"cryptocurrency","node.js",1
"cryptocurrency","online-community-management",1
"cryptocurrency","php",1
"cryptocurrency","podcasting",1
"cryptocurrency","presentation-design",1
"cryptocurrency","print-design",1
"cryptocurrency","quantitative-analysis",1
"cryptocurrency","research",3
"cryptocurrency","social-media-marketing",1
"cryptocurrency","tax-preparation",1
"cryptocurrency","us-taxation",1
"cryptocurrency","video-production",1
"cryptocurrency","web-design",1
"cryptocurrency","website-development",1
"cryptocurrency","white-paper-writing",1
"cryptocurrency","wordpress",2
"cryptocurrency","writing",3
"css","css3",303
"css","custom-php",4
"css","customer-service",7
"css","customer-support",3
"css","data-analysis",1
"css","data-entry",3
"css","data-mining",1
"css","data-science",1
"css","data-scraping",2
"css","database",1
"css","database-adminstration",2
"css","database-architecture",4
"css","database-design",8
"css","database-management",1
"css","database-programming",1
"css","design-thinking",1
"css","digital-marketing",1
"css","django-framework",5
"css","dns",2
"css","docker",2
"css","drupal",10
"css","e-commerce-website",6
"css","e-learning",1
"css","ebook-design",1
"css","ebooks",1
"css","ecommerce-consulting",18
"css","editing",1
"css","education-technology",1
"css","elasticsearch",1
"css","email-deliverability-consulting",4
"css","email-handling",3
"css","email-marketing",26
"css","email-technical-support",5
"css","english",11
"css","english-grammar",1
"css","english-proofreading",1
"css","excel-vba",1
"css","facebook",5
"css","facebook-ads",1
"css","facebook-api",1
"css","facebook-marketing",1
"css","filemaker-pro",1
"css","frontend-development",7
"css","functional-testing",2
"css","git",25
"css","github",5
"css","google-adwords",6
"css","google-adwords-api",1
"css","google-analytics",11
"css","google-analytics-api",1
"css","google-docs",1
"css","google-plus",1
"css","google-sheets",1
"css","google-tag-manager",1
"css","graphic-design",119
"css","helpdesk-support",2
"css","html",708
"css","html5",571
"css","hubspot",20
"css","illustration",13
"css","inbound-marketing",1
"css","infographics",1
"css","infusionsoft-administration",1
"css","infusionsoft-development",1
"css","infusionsoft-marketing",1
"css","instagram",1
"css","internet-marketing",10
"css","ios-development",1
"css","iphone-app-development",4
"css","java",15
"css","javascript",588
"css","joomla",8
"css","jquery",304
"css","json",7
"css","klaviyo",1
"css","lamp-administration",3
"css","landing-pages",25
"css","laravel-framework",10
"css","lead-generation",2
"css","link-building",1
"css","linux-system-administration",9
"css","logo",1
"css","logo-design",20
"css","machine-learning",1
"css","magento",27
"css","magento-2",1
"css","mailchimp",14
"css","mandarin",1
"css","market-research",3
"css","marketing",1
"css","marketing-automation",4
"css","marketing-strategy",7
"css","marketo",4
"css","meteor",4
"css","microsoft-dynamics-crm",1
"css","microsoft-excel",4
"css","microsoft-powerpoint",1
"css","microsoft-sharepoint-development",2
"css","microsoft-sql-server-development",3
"css","microsoft-word",1
"css","mid-100-999-employees",4
"css","mobile-app-development",3
"css","mobile-ui-design",4
"css","mockup",7
"css","mongodb",9
"css","moodle",1
"css","ms-office-365",3
"css","ms-sql",1
"css","mysql",146
"css","mysql-programming",25
"css","netsuite-development",1
"css","network-administration",2
"css","network-security",1
"css","nginx",3
"css","node.js",41
"css","objective-c",2
"css","off-page-optimization",3
"css","on-page-optimization",5
"css","outbound-sales",1
"css","pardot-administration",1
"css","pay-per-click",2
"css","payment-processing",1
"css","pdf-conversion",1
"css","performance-testing",1
"css","phone-support",1
"css","photo-editing",8
"css","photo-manipulation",1
"css","photography",2
"css","php",411
"css","pinterest",2
"css","postgresql",3
"css","postgresql-programming",7
"css","ppc-advertising",4
"css","presentation-design",1
"css","presentations",2
"css","print-design",7
"css","print-layout-design",3
"css","product-design",3
"css","product-management",1
"css","project-management",6
"css","project-planning",1
"css","proposal-writing",1
"css","prototype",4
"css","psd-to-html",19
"css","psd-to-wordpress",5
"css","python",19
"css","react-js",38
"css","react-native",6
"css","research",5
"css","responsive-design",6
"css","responsive-web-design",32
"css","restful",5
"css","ruby",13
"css","ruby-on-rails",26
"css","saas",2
"css","sales",1
"css","sales-management",1
"css","sales-promotion",1
"css","sales-writing",1
"css","salesforce-app-development",1
"css","salesforce.com",5
"css","sass",14
"css","scripting",1
"css","security-analysis",1
"css","sem",3
"css","seo",33
"css","seo-backlinking",5
"css","seo-backlinks",5
"css","seo-keyword-research",8
"css","seo-writing",3
"css","seomoz",1
"css","sharepoint-designer",1
"css","shopify",59
"css","shopify-templates",16
"css","sketch",10
"css","skype",1
"css","small-10-99-employees",9
"css","social-bookmarking",1
"css","social-media-imagery",1
"css","social-media-management",2
"css","social-media-marketing",11
"css","software-documentation",1
"css","software-qa-testing",3
"css","software-testing",2
"css","sql",13
"css","sql-programming",3
"css","squarespace",20
"css","startup-company",2
"css","stripe",5
"css","style-guide",4
"css","swift",2
"css","technical-documentation",1
"css","technical-support",3
"css","technical-writing",3
"css","telemarketing",1
"css","telephone-skills",1
"css","time-management",1
"css","trello",1
"css","twitter",1
"css","twitter-bootstrap",42
"css","twitter-marketing",1
"css","typescript",4
"css","ubuntu",2
"css","ui-design",39
"css","uiux",1
"css","usability-testing",2
"css","user-experience-design",24
"css","user-flows",4
"css","very-small-1-9-employees",13
"css","video-editing",2
"css","video-production",1
"css","virtual",1
"css","virtual-assistant",2
"css","visual-design",4
"css","visualization",1
"css","vue.js",9
"css","web-application",6
"css","web-design",490
"css","web-hosting",3
"css","web-scraping",2
"css","webdesign",8
"css","webflow",6
"css","website",20
"css","website-analytics",1
"css","website-customization",9
"css","website-development",480
"css","website-redesign",8
"css","whm",1
"css","windows-app-development",3
"css","windows-azure",1
"css","wire-framing",2
"css","wireframes",4
"css","wix",3
"css","woocommerce",36
"css","wordpress",457
"css","wordpress-plugin",22
"css","wordpress-thrive-themes",1
"css","wordpress-website",9
"css","wp-ecommerce",10
"css","writing",5
"css","xml",2
"css","yoast-seo",1
"css","youtube",1
"css","youtube-marketing",2
"css","zapier",2
"css","zendesk",1
"css","zoho-crm",1
"css3","custom-php",2
"css3","customer-service",5
"css3","customer-support",1
"css3","data-analysis",1
"css3","data-entry",1
"css3","data-science",1
"css3","data-scraping",1
"css3","database-adminstration",1
"css3","design-thinking",1
"css3","django-framework",4
"css3","dns",1
"css3","docker",1
"css3","drupal",9
"css3","e-commerce-website",3
"css3","ecommerce-consulting",5
"css3","email-handling",3
"css3","email-marketing",6
"css3","email-technical-support",1
"css3","english",5
"css3","english-grammar",2
"css3","event-management",1
"css3","facebook",4
"css3","facebook-ads",1
"css3","facebook-api",3
"css3","facebook-marketing",2
"css3","firebase",1
"css3","forex-trading",1
"css3","frontend-development",7
"css3","git",23
"css3","github",6
"css3","google-adwords",2
"css3","google-adwords-api",1
"css3","google-analytics",5
"css3","google-analytics-api",1
"css3","google-docs",1
"css3","google-maps-api",2
"css3","google-plus",1
"css3","google-tag-manager",1
"css3","graphic-design",66
"css3","helpdesk-support",1
"css3","html",261
"css3","html5",487
"css3","hubspot",9
"css3","illustration",7
"css3","infographics",1
"css3","information-security",1
"css3","infusionsoft-administration",2
"css3","infusionsoft-development",2
"css3","instagram",1
"css3","internet-marketing",3
"css3","internet-security",1
"css3","ios-development",3
"css3","ipad-app-development",1
"css3","iphone-app-development",5
"css3","java",4
"css3","javascript",351
"css3","joomla",5
"css3","jquery",234
"css3","json",2
"css3","lamp-administration",1
"css3","landing-pages",7
"css3","laravel-framework",9
"css3","lead-generation",3
"css3","linux-system-administration",3
"css3","logo-design",9
"css3","machine-learning",1
"css3","magento",11
"css3","mailchimp",6
"css3","market-research",1
"css3","marketing",1
"css3","marketing-audit",1
"css3","marketing-automation",1
"css3","marketing-strategy",3
"css3","meteor",3
"css3","microsoft-dynamics-crm",1
"css3","microsoft-excel",1
"css3","microsoft-sharepoint-development",1
"css3","microsoft-sql-server-administration",2
"css3","microsoft-sql-server-development",3
"css3","microsoft-word",1
"css3","mid-100-999-employees",2
"css3","mobile-app-development",1
"css3","mobile-ui-design",1
"css3","mockup",4
"css3","mongodb",14
"css3","moodle",2
"css3","mysql",101
"css3","mysql-programming",12
"css3","netsuite-development",1
"css3","network-administration",1
"css3","network-security",1
"css3","nginx",1
"css3","node.js",37
"css3","objective-c",1
"css3","off-page-optimization",1
"css3","on-page-optimization",2
"css3","outbound-sales",1
"css3","pay-per-click",1
"css3","phone-support",1
"css3","photo-editing",3
"css3","photo-manipulation",1
"css3","php",228
"css3","pinterest",1
"css3","postgresql",3
"css3","postgresql-programming",4
"css3","powershell",1
"css3","ppc-advertising",2
"css3","presentation-design",1
"css3","presentations",1
"css3","print-design",3
"css3","print-layout-design",2
"css3","project-management",1
"css3","proposal-writing",1
"css3","prototype",3
"css3","psd-to-html",24
"css3","psd-to-wordpress",8
"css3","python",13
"css3","react-js",21
"css3","react-native",4
"css3","real-estate-idx",1
"css3","research",1
"css3","responsive-design",4
"css3","responsive-web-design",19
"css3","restful",2
"css3","ruby",2
"css3","ruby-on-rails",6
"css3","sales",1
"css3","sales-management",1
"css3","sales-promotion",1
"css3","sales-writing",1
"css3","salesforce-app-development",1
"css3","salesforce.com",3
"css3","sass",9
"css3","sem",1
"css3","seo",18
"css3","seo-backlinking",2
"css3","seo-backlinks",2
"css3","seo-keyword-research",2
"css3","seo-writing",1
"css3","seomoz",1
"css3","sharepoint-designer",1
"css3","shopify",14
"css3","shopify-templates",5
"css3","sketch",4
"css3","sketch-app",1
"css3","skype",1
"css3","small-10-99-employees",7
"css3","social-bookmarking",1
"css3","social-media-marketing",5
"css3","social-media-optimization",1
"css3","software-testing",1
"css3","sql",6
"css3","sql-programming",1
"css3","squarespace",10
"css3","startup-company",1
"css3","stripe",2
"css3","style-guide",3
"css3","swift",1
"css3","technical-support",1
"css3","technical-writing",3
"css3","telemarketing",1
"css3","telephone-skills",1
"css3","time-management",1
"css3","twitter-bootstrap",42
"css3","twitter-marketing",2
"css3","typescript",4
"css3","ubuntu",4
"css3","ui-design",28
"css3","usability-testing",1
"css3","user-experience-design",11
"css3","user-flows",3
"css3","very-small-1-9-employees",4
"css3","virtual-assistant",3
"css3","visual-design",2
"css3","visualization",1
"css3","vue.js",6
"css3","web-application",4
"css3","web-design",272
"css3","web-scraping",1
"css3","web-testing",1
"css3","webdesign",5
"css3","webflow",2
"css3","website",11
"css3","website-copywriting",1
"css3","website-customization",2
"css3","website-development",265
"css3","website-redesign",4
"css3","wire-framing",2
"css3","wireframes",3
"css3","wix",2
"css3","woocommerce",12
"css3","wordpress",248
"css3","wordpress-plugin",11
"css3","wordpress-thrive-themes",1
"css3","wordpress-website",4
"css3","wp-ecommerce",4
"css3","writing",2
"css3","xml",2
"css3","youtube-marketing",1
"css3","zapier",1
"css3","zendesk",1
"css3","zoho-crm",1
"curriculum-development","distance-education",3
"curriculum-development","e-learning",9
"curriculum-development","ebook-writing",1
"curriculum-development","editing",2
"curriculum-development","education",1
"curriculum-development","education-industry",1
"curriculum-development","education-technology",5
"curriculum-development","employee-training",1
"curriculum-development","english",3
"curriculum-development","english-grammar",1
"curriculum-development","english-tutoring",2
"curriculum-development","esl-teaching",4
"curriculum-development","format-and-layout",2
"curriculum-development","fundraising",1
"curriculum-development","ghostwriting",1
"curriculum-development","grant-writing",1
"curriculum-development","instagram",1
"curriculum-development","instructional-design",14
"curriculum-development","internet-marketing",1
"curriculum-development","job-description-writing",1
"curriculum-development","legal-writing",2
"curriculum-development","lms",1
"curriculum-development","marketing-research",1
"curriculum-development","marketing-strategy",1
"curriculum-development","mathematics",1
"curriculum-development","microsoft-powerpoint",5
"curriculum-development","microsoft-word",1
"curriculum-development","nonprofit",1
"curriculum-development","online-community-management",2
"curriculum-development","print-design",1
"curriculum-development","print-layout-design",1
"curriculum-development","proofreading",1
"curriculum-development","proposal-writing",1
"curriculum-development","research",9
"curriculum-development","resume-writing",1
"curriculum-development","sales-writing",1
"curriculum-development","sem",1
"curriculum-development","seo",1
"curriculum-development","seo-keyword-research",1
"curriculum-development","seo-writing",1
"curriculum-development","short-story-writing",1
"curriculum-development","software-documentation",1
"curriculum-development","storyboarding",2
"curriculum-development","teaching-english",5
"curriculum-development","teaching-mathematics",4
"curriculum-development","technical-writing",4
"curriculum-development","time-management",1
"curriculum-development","wordpress",1
"curriculum-development","writing",8
"custom-php","database-architecture",9
"custom-php","database-design",3
"custom-php","database-programming",1
"custom-php","django-framework",1
"custom-php","e-commerce-website",4
"custom-php","html",6
"custom-php","html5",4
"custom-php","java",5
"custom-php","javascript",15
"custom-php","jquery",8
"custom-php","laravel-framework",3
"custom-php","mongodb",1
"custom-php","ms-sql",1
"custom-php","mysql",9
"custom-php","mysql-programming",4
"custom-php","netsuite-development",1
"custom-php","node.js",5
"custom-php","performance-testing",1
"custom-php","php",24
"custom-php","prototype",3
"custom-php","python",2
"custom-php","react-js",5
"custom-php","restful",2
"custom-php","ruby",1
"custom-php","ruby-on-rails",2
"custom-php","seo",1
"custom-php","uiux",6
"custom-php","vue.js",3
"custom-php","web-application",6
"custom-php","web-design",3
"custom-php","website-development",4
"custom-php","woocommerce",1
"custom-php","wordpress",9
"custom-php","wordpress-plugin",3
"customer-acqusition","customer-retention",1
"customer-acqusition","data-entry",2
"customer-acqusition","ecommerce-consulting",1
"customer-acqusition","ecommerce-industry",2
"customer-acqusition","education-industry",1
"customer-acqusition","email-handling",1
"customer-acqusition","email-marketing",6
"customer-acqusition","facebook-marketing",1
"customer-acqusition","instagram-marketing",1
"customer-acqusition","instructional-design",1
"customer-acqusition","internet-marketing",2
"customer-acqusition","lead-generation",19
"customer-acqusition","leads",15
"customer-acqusition","management-skills",1
"customer-acqusition","market-research",4
"customer-acqusition","marketing",1
"customer-acqusition","marketing-and-sales",1
"customer-acqusition","marketing-strategy",9
"customer-acqusition","microsoft-excel",2
"customer-acqusition","mid-100-999-employees",2
"customer-acqusition","negotiation",10
"customer-acqusition","outbound-sales",1
"customer-acqusition","powerpoint",1
"customer-acqusition","product-management",1
"customer-acqusition","relationship-management",17
"customer-acqusition","research",2
"customer-acqusition","sales",13
"customer-acqusition","sales-deliverable",2
"customer-acqusition","sales-management",4
"customer-acqusition","sales-presentations",3
"customer-acqusition","sales-process",19
"customer-acqusition","salesforce.com",1
"customer-acqusition","selling",1
"customer-acqusition","seo",1
"customer-acqusition","seo-keyword-research",1
"customer-acqusition","seo-writing",1
"customer-acqusition","small-10-99-employees",3
"customer-acqusition","social-media-marketing",5
"customer-acqusition","telemarketing",4
"customer-acqusition","telephone-skills",1
"customer-acqusition","very-small-1-9-employees",2
"customer-acqusition","virtual-assistant",2
"customer-acqusition","wordpress",1
"customer-acqusition","youtube",1
"customer-acqusition","youtube-marketing",1
"customer-acqusition","zoho-crm",1
"customer-retention","customer-satisfaction",1
"customer-retention","customer-service",10
"customer-retention","customer-support",6
"customer-retention","data-analysis",1
"customer-retention","data-entry",2
"customer-retention","data-science",1
"customer-retention","digital-marketing",1
"customer-retention","document-review",1
"customer-retention","ecommerce-industry",3
"customer-retention","education-industry",1
"customer-retention","email-campaign-setup",13
"customer-retention","email-communication",1
"customer-retention","email-copywriting",2
"customer-retention","email-deliverability-consulting",1
"customer-retention","email-etiquette",1
"customer-retention","email-handling",6
"customer-retention","email-marketing",8
"customer-retention","email-marketing-strategy",5
"customer-retention","email-support",1
"customer-retention","email-technical-support",1
"customer-retention","english",1
"customer-retention","event-management",1
"customer-retention","event-planning",1
"customer-retention","executive-assistant",1
"customer-retention","facebook",1
"customer-retention","facebook-ads",1
"customer-retention","google-apps",2
"customer-retention","google-docs",3
"customer-retention","google-spreadsheet",1
"customer-retention","graphic-design",1
"customer-retention","growth-hacking",3
"customer-retention","healthcare-information-technology",1
"customer-retention","html",1
"customer-retention","illustration",1
"customer-retention","infusionsoft-administration",1
"customer-retention","internet-marketing",6
"customer-retention","internet-research",1
"customer-retention","ios-development",1
"customer-retention","klaviyo",1
"customer-retention","landing-pages",1
"customer-retention","lead-generation",10
"customer-retention","lead-nurturing",3
"customer-retention","leads",1
"customer-retention","mailchimp",3
"customer-retention","market-research",1
"customer-retention","marketing",1
"customer-retention","marketing-automation",4
"customer-retention","marketing-communications",2
"customer-retention","marketing-management",2
"customer-retention","marketing-strategy",6
"customer-retention","marketo",1
"customer-retention","microsoft-excel",2
"customer-retention","microsoft-office",1
"customer-retention","microsoft-word",1
"customer-retention","online-community-management",2
"customer-retention","online-writing",2
"customer-retention","paralegal",1
"customer-retention","phone-support",2
"customer-retention","photo-editing",1
"customer-retention","project-management",2
"customer-retention","project-scheduling",1
"customer-retention","public-relations",2
"customer-retention","relationship-management",2
"customer-retention","research",3
"customer-retention","saas",1
"customer-retention","sales",1
"customer-retention","sales-copywriting",1
"customer-retention","sales-deliverable",1
"customer-retention","sales-management",1
"customer-retention","sales-process",1
"customer-retention","sales-promotion",2
"customer-retention","salesforce.com",1
"customer-retention","seo",1
"customer-retention","seo-backlinking",2
"customer-retention","seo-writing",1
"customer-retention","shopify",1
"customer-retention","small-10-99-employees",1
"customer-retention","social-media-advertising",1
"customer-retention","social-media-content-creation",1
"customer-retention","social-media-management",1
"customer-retention","social-media-marketing",7
"customer-retention","spreadsheets",1
"customer-retention","startup-consulting",1
"customer-retention","technical-writing",1
"customer-retention","telephone-skills",2
"customer-retention","tracking-and-analytics",2
"customer-retention","translation",1
"customer-retention","twitter-marketing",1
"customer-retention","very-small-1-9-employees",2
"customer-retention","virtual-assistant",2
"customer-retention","woocommerce",1
"customer-retention","writing",6
"customer-satisfaction","customer-service",26
"customer-satisfaction","customer-support",22
"customer-satisfaction","data-entry",8
"customer-satisfaction","email-handling",21
"customer-satisfaction","email-support",49
"customer-satisfaction","english",2
"customer-satisfaction","facebook-ads",1
"customer-satisfaction","google-docs",6
"customer-satisfaction","internet-marketing",1
"customer-satisfaction","interpersonal-skills",39
"customer-satisfaction","lead-generation",2
"customer-satisfaction","marketing-strategy",1
"customer-satisfaction","microsoft-excel",4
"customer-satisfaction","microsoft-word",2
"customer-satisfaction","order-processing",5
"customer-satisfaction","phone-support",7
"customer-satisfaction","python",1
"customer-satisfaction","research",6
"customer-satisfaction","shopify",1
"customer-satisfaction","social-media-advertising",1
"customer-satisfaction","social-media-content-creation",1
"customer-satisfaction","social-media-management",1
"customer-satisfaction","social-media-marketing",3
"customer-satisfaction","telephone-skills",5
"customer-satisfaction","time-management",37
"customer-satisfaction","twitter-marketing",1
"customer-satisfaction","virtual-assistant",12
"customer-satisfaction","zendesk",33
"customer-service","customer-support",595
"customer-service","data-analysis",5
"customer-service","data-cleansing",1
"customer-service","data-entry",499
"customer-service","data-mining",8
"customer-service","data-scraping",6
"customer-service","database-administration",2
"customer-service","database-adminstration",5
"customer-service","database-management",2
"customer-service","digital-marketing",3
"customer-service","direct-marketing",3
"customer-service","distance-education",1
"customer-service","document-review",2
"customer-service","draft-correspondence",14
"customer-service","drop-shipping",7
"customer-service","ebay-listing-writing",10
"customer-service","ebay-marketing",6
"customer-service","ebooks",1
"customer-service","ecommerce-consulting",1
"customer-service","ecommerce-industry",1
"customer-service","economics",1
"customer-service","editing",7
"customer-service","editorial-writing",2
"customer-service","email-communication",31
"customer-service","email-copywriting",1
"customer-service","email-etiquette",26
"customer-service","email-handling",811
"customer-service","email-marketing",82
"customer-service","email-support",27
"customer-service","email-technical-support",28
"customer-service","employee-training",2
"customer-service","english",153
"customer-service","english-grammar",38
"customer-service","english-proofreading",3
"customer-service","english-punctuation",1
"customer-service","english-spelling",7
"customer-service","english-tutoring",66
"customer-service","etsy-administration",2
"customer-service","event-management",9
"customer-service","event-planning",8
"customer-service","excel-vba",2
"customer-service","executive",15
"customer-service","executive-assistant",4
"customer-service","facebook",43
"customer-service","facebook-ads",1
"customer-service","facebook-api",1
"customer-service","facebook-marketing",11
"customer-service","file-maintenance",8
"customer-service","file-management",14
"customer-service","final-cut-pro",1
"customer-service","final-cut-pro-x",1
